location,date,vaccine,total_vaccinations
Austria,2021-01-08,Johnson&Johnson,0
Austria,2021-01-08,Moderna,0
Austria,2021-01-08,Oxford/AstraZeneca,0
Austria,2021-01-08,Pfizer/BioNTech,30874
Austria,2021-01-15,Johnson&Johnson,0
Austria,2021-01-15,Moderna,88
Austria,2021-01-15,Oxford/AstraZeneca,0
Austria,2021-01-15,Pfizer/BioNTech,115106
Austria,2021-01-22,Johnson&Johnson,0
Austria,2021-01-22,Moderna,298
Austria,2021-01-22,Oxford/AstraZeneca,0
Austria,2021-01-22,Pfizer/BioNTech,212202
Austria,2021-01-29,Johnson&Johnson,0
Austria,2021-01-29,Moderna,4149
Austria,2021-01-29,Oxford/AstraZeneca,0
Austria,2021-01-29,Pfizer/BioNTech,256764
Austria,2021-02-05,Johnson&Johnson,0
Austria,2021-02-05,Moderna,5828
Austria,2021-02-05,Oxford/AstraZeneca,1
Austria,2021-02-05,Pfizer/BioNTech,351801
Austria,2021-02-12,Johnson&Johnson,0
Austria,2021-02-12,Moderna,9889
Austria,2021-02-12,Oxford/AstraZeneca,10754
Austria,2021-02-12,Pfizer/BioNTech,452546
Austria,2021-02-19,Johnson&Johnson,0
Austria,2021-02-19,Moderna,14008
Austria,2021-02-19,Oxford/AstraZeneca,43434
Austria,2021-02-19,Pfizer/BioNTech,517981
Austria,2021-02-26,Johnson&Johnson,0
Austria,2021-02-26,Moderna,22257
Austria,2021-02-26,Oxford/AstraZeneca,101080
Austria,2021-02-26,Pfizer/BioNTech,578861
Austria,2021-03-05,Johnson&Johnson,0
Austria,2021-03-05,Moderna,31446
Austria,2021-03-05,Oxford/AstraZeneca,155639
Austria,2021-03-05,Pfizer/BioNTech,682711
Austria,2021-03-12,Johnson&Johnson,0
Austria,2021-03-12,Moderna,46739
Austria,2021-03-12,Oxford/AstraZeneca,233330
Austria,2021-03-12,Pfizer/BioNTech,845437
Austria,2021-03-19,Johnson&Johnson,13
Austria,2021-03-19,Moderna,78427
Austria,2021-03-19,Oxford/AstraZeneca,306164
Austria,2021-03-19,Pfizer/BioNTech,977398
Austria,2021-03-26,Johnson&Johnson,20
Austria,2021-03-26,Moderna,103717
Austria,2021-03-26,Oxford/AstraZeneca,380817
Austria,2021-03-26,Pfizer/BioNTech,1122480
Austria,2021-04-02,Johnson&Johnson,30
Austria,2021-04-02,Moderna,139823
Austria,2021-04-02,Oxford/AstraZeneca,419048
Austria,2021-04-02,Pfizer/BioNTech,1269478
Austria,2021-04-09,Johnson&Johnson,48
Austria,2021-04-09,Moderna,179119
Austria,2021-04-09,Oxford/AstraZeneca,508488
Austria,2021-04-09,Pfizer/BioNTech,1489845
Austria,2021-04-16,Johnson&Johnson,50
Austria,2021-04-16,Moderna,221287
Austria,2021-04-16,Oxford/AstraZeneca,603205
Austria,2021-04-16,Pfizer/BioNTech,1721873
Austria,2021-04-23,Johnson&Johnson,55
Austria,2021-04-23,Moderna,258371
Austria,2021-04-23,Oxford/AstraZeneca,651628
Austria,2021-04-23,Pfizer/BioNTech,1983863
Austria,2021-04-30,Johnson&Johnson,301
Austria,2021-04-30,Moderna,297078
Austria,2021-04-30,Oxford/AstraZeneca,693470
Austria,2021-04-30,Pfizer/BioNTech,2255467
Austria,2021-05-07,Johnson&Johnson,6374
Austria,2021-05-07,Moderna,345864
Austria,2021-05-07,Oxford/AstraZeneca,755774
Austria,2021-05-07,Pfizer/BioNTech,2583503
Austria,2021-05-14,Johnson&Johnson,13286
Austria,2021-05-14,Moderna,395199
Austria,2021-05-14,Oxford/AstraZeneca,819227
Austria,2021-05-14,Pfizer/BioNTech,2880592
Austria,2021-05-21,Johnson&Johnson,25454
Austria,2021-05-21,Moderna,462404
Austria,2021-05-21,Oxford/AstraZeneca,895935
Austria,2021-05-21,Pfizer/BioNTech,3255382
Austria,2021-05-28,Johnson&Johnson,37479
Austria,2021-05-28,Moderna,515265
Austria,2021-05-28,Oxford/AstraZeneca,977826
Austria,2021-05-28,Pfizer/BioNTech,3588624
Austria,2021-06-04,Johnson&Johnson,56690
Austria,2021-06-04,Moderna,569182
Austria,2021-06-04,Oxford/AstraZeneca,1045570
Austria,2021-06-04,Pfizer/BioNTech,4013653
Austria,2021-06-11,Johnson&Johnson,77674
Austria,2021-06-11,Moderna,630517
Austria,2021-06-11,Oxford/AstraZeneca,1138952
Austria,2021-06-11,Pfizer/BioNTech,4455264
Austria,2021-06-18,Johnson&Johnson,87288
Austria,2021-06-18,Moderna,661323
Austria,2021-06-18,Oxford/AstraZeneca,1171324
Austria,2021-06-18,Pfizer/BioNTech,4740794
Belgium,2021-01-08,Pfizer/BioNTech,27539
Belgium,2021-01-15,Moderna,4
Belgium,2021-01-15,Pfizer/BioNTech,125861
Belgium,2021-01-22,Moderna,4422
Belgium,2021-01-22,Pfizer/BioNTech,243686
Belgium,2021-01-29,Moderna,6077
Belgium,2021-01-29,Pfizer/BioNTech,332703
Belgium,2021-02-05,Moderna,15695
Belgium,2021-02-05,Oxford/AstraZeneca,0
Belgium,2021-02-05,Pfizer/BioNTech,460654
Belgium,2021-02-12,Moderna,25132
Belgium,2021-02-12,Oxford/AstraZeneca,309
Belgium,2021-02-12,Pfizer/BioNTech,595728
Belgium,2021-02-19,Moderna,29856
Belgium,2021-02-19,Oxford/AstraZeneca,10506
Belgium,2021-02-19,Pfizer/BioNTech,696119
Belgium,2021-02-26,Moderna,32247
Belgium,2021-02-26,Oxford/AstraZeneca,44728
Belgium,2021-02-26,Pfizer/BioNTech,783876
Belgium,2021-03-05,Moderna,50739
Belgium,2021-03-05,Oxford/AstraZeneca,108961
Belgium,2021-03-05,Pfizer/BioNTech,871426
Belgium,2021-03-12,Moderna,66454
Belgium,2021-03-12,Oxford/AstraZeneca,189203
Belgium,2021-03-12,Pfizer/BioNTech,966907
Belgium,2021-03-19,Moderna,88742
Belgium,2021-03-19,Oxford/AstraZeneca,348632
Belgium,2021-03-19,Pfizer/BioNTech,1076321
Belgium,2021-03-26,Moderna,98889
Belgium,2021-03-26,Oxford/AstraZeneca,455952
Belgium,2021-03-26,Pfizer/BioNTech,1271686
Belgium,2021-04-02,Moderna,126485
Belgium,2021-04-02,Oxford/AstraZeneca,515470
Belgium,2021-04-02,Pfizer/BioNTech,1528950
Belgium,2021-04-09,Moderna,173359
Belgium,2021-04-09,Oxford/AstraZeneca,594707
Belgium,2021-04-09,Pfizer/BioNTech,1844703
Belgium,2021-04-16,Johnson&Johnson,0
Belgium,2021-04-16,Moderna,207621
Belgium,2021-04-16,Oxford/AstraZeneca,774756
Belgium,2021-04-16,Pfizer/BioNTech,2121156
Belgium,2021-04-23,Moderna,258671
Belgium,2021-04-23,Oxford/AstraZeneca,831279
Belgium,2021-04-23,Pfizer/BioNTech,2436305
Belgium,2021-04-30,Johnson&Johnson,2738
Belgium,2021-04-30,Moderna,284717
Belgium,2021-04-30,Oxford/AstraZeneca,896244
Belgium,2021-04-30,Pfizer/BioNTech,2791044
Belgium,2021-05-07,Johnson&Johnson,23320
Belgium,2021-05-07,Moderna,341977
Belgium,2021-05-07,Oxford/AstraZeneca,998199
Belgium,2021-05-07,Pfizer/BioNTech,3342118
Belgium,2021-05-14,Johnson&Johnson,28798
Belgium,2021-05-14,Moderna,395729
Belgium,2021-05-14,Oxford/AstraZeneca,1091271
Belgium,2021-05-14,Pfizer/BioNTech,3792483
Belgium,2021-05-21,Johnson&Johnson,48666
Belgium,2021-05-21,Moderna,497110
Belgium,2021-05-21,Oxford/AstraZeneca,1357456
Belgium,2021-05-21,Pfizer/BioNTech,4158937
Belgium,2021-05-28,Johnson&Johnson,72038
Belgium,2021-05-28,Moderna,571126
Belgium,2021-05-28,Oxford/AstraZeneca,1454278
Belgium,2021-05-28,Pfizer/BioNTech,4598638
Belgium,2021-06-04,Johnson&Johnson,95565
Belgium,2021-06-04,Moderna,647094
Belgium,2021-06-04,Oxford/AstraZeneca,1556658
Belgium,2021-06-04,Pfizer/BioNTech,5294811
Belgium,2021-06-11,Johnson&Johnson,141107
Belgium,2021-06-11,Moderna,733625
Belgium,2021-06-11,Oxford/AstraZeneca,1740265
Belgium,2021-06-11,Pfizer/BioNTech,6038023
Belgium,2021-06-18,Johnson&Johnson,184774
Belgium,2021-06-18,Moderna,774480
Belgium,2021-06-18,Oxford/AstraZeneca,1817984
Belgium,2021-06-18,Pfizer/BioNTech,6257829
Bulgaria,2021-01-01,Pfizer/BioNTech,0
Bulgaria,2021-01-08,Moderna,0
Bulgaria,2021-01-08,Pfizer/BioNTech,13473
Bulgaria,2021-01-15,Moderna,491
Bulgaria,2021-01-15,Pfizer/BioNTech,17962
Bulgaria,2021-01-22,Moderna,843
Bulgaria,2021-01-22,Pfizer/BioNTech,25300
Bulgaria,2021-01-29,Moderna,1053
Bulgaria,2021-01-29,Pfizer/BioNTech,40072
Bulgaria,2021-02-05,Moderna,2207
Bulgaria,2021-02-05,Oxford/AstraZeneca,10
Bulgaria,2021-02-05,Pfizer/BioNTech,54821
Bulgaria,2021-02-12,Moderna,3333
Bulgaria,2021-02-12,Oxford/AstraZeneca,2035
Bulgaria,2021-02-12,Pfizer/BioNTech,70020
Bulgaria,2021-02-19,Moderna,6446
Bulgaria,2021-02-19,Oxford/AstraZeneca,28947
Bulgaria,2021-02-19,Pfizer/BioNTech,83960
Bulgaria,2021-02-26,Moderna,10475
Bulgaria,2021-02-26,Oxford/AstraZeneca,97630
Bulgaria,2021-02-26,Pfizer/BioNTech,104340
Bulgaria,2021-03-05,Moderna,14820
Bulgaria,2021-03-05,Oxford/AstraZeneca,143932
Bulgaria,2021-03-05,Pfizer/BioNTech,129880
Bulgaria,2021-03-12,Moderna,16988
Bulgaria,2021-03-12,Oxford/AstraZeneca,174209
Bulgaria,2021-03-12,Pfizer/BioNTech,147683
Bulgaria,2021-03-19,Moderna,20921
Bulgaria,2021-03-19,Oxford/AstraZeneca,179029
Bulgaria,2021-03-19,Pfizer/BioNTech,168956
Bulgaria,2021-03-26,Moderna,34004
Bulgaria,2021-03-26,Oxford/AstraZeneca,206835
Bulgaria,2021-03-26,Pfizer/BioNTech,195704
Bulgaria,2021-04-02,Moderna,44809
Bulgaria,2021-04-02,Oxford/AstraZeneca,230180
Bulgaria,2021-04-02,Pfizer/BioNTech,228583
Bulgaria,2021-04-09,Moderna,59160
Bulgaria,2021-04-09,Oxford/AstraZeneca,238387
Bulgaria,2021-04-09,Pfizer/BioNTech,275118
Bulgaria,2021-04-16,Johnson&Johnson,0
Bulgaria,2021-04-16,Moderna,74318
Bulgaria,2021-04-16,Oxford/AstraZeneca,241707
Bulgaria,2021-04-16,Pfizer/BioNTech,322422
Bulgaria,2021-04-23,Johnson&Johnson,0
Bulgaria,2021-04-23,Moderna,93241
Bulgaria,2021-04-23,Oxford/AstraZeneca,247383
Bulgaria,2021-04-23,Pfizer/BioNTech,382650
Bulgaria,2021-04-30,Johnson&Johnson,0
Bulgaria,2021-04-30,Moderna,108865
Bulgaria,2021-04-30,Oxford/AstraZeneca,263756
Bulgaria,2021-04-30,Pfizer/BioNTech,452036
Bulgaria,2021-05-07,Johnson&Johnson,0
Bulgaria,2021-05-07,Moderna,122688
Bulgaria,2021-05-07,Oxford/AstraZeneca,300451
Bulgaria,2021-05-07,Pfizer/BioNTech,514960
Bulgaria,2021-05-14,Johnson&Johnson,398
Bulgaria,2021-05-14,Moderna,145571
Bulgaria,2021-05-14,Oxford/AstraZeneca,364379
Bulgaria,2021-05-14,Pfizer/BioNTech,606439
Bulgaria,2021-05-21,Johnson&Johnson,2629
Bulgaria,2021-05-21,Moderna,165767
Bulgaria,2021-05-21,Oxford/AstraZeneca,401422
Bulgaria,2021-05-21,Pfizer/BioNTech,690983
Bulgaria,2021-05-28,Johnson&Johnson,6276
Bulgaria,2021-05-28,Moderna,181502
Bulgaria,2021-05-28,Oxford/AstraZeneca,411232
Bulgaria,2021-05-28,Pfizer/BioNTech,754371
Bulgaria,2021-06-04,Johnson&Johnson,11142
Bulgaria,2021-06-04,Moderna,190457
Bulgaria,2021-06-04,Oxford/AstraZeneca,435357
Bulgaria,2021-06-04,Pfizer/BioNTech,827459
Bulgaria,2021-06-11,Johnson&Johnson,17987
Bulgaria,2021-06-11,Moderna,202784
Bulgaria,2021-06-11,Oxford/AstraZeneca,457900
Bulgaria,2021-06-11,Pfizer/BioNTech,898271
Bulgaria,2021-06-18,Johnson&Johnson,23461
Bulgaria,2021-06-18,Moderna,202784
Bulgaria,2021-06-18,Oxford/AstraZeneca,457900
Bulgaria,2021-06-18,Pfizer/BioNTech,898271
Chile,2020-12-24,Pfizer/BioNTech,420
Chile,2020-12-25,Pfizer/BioNTech,5198
Chile,2020-12-26,Pfizer/BioNTech,8338
Chile,2020-12-27,Pfizer/BioNTech,8649
Chile,2020-12-28,Pfizer/BioNTech,8649
Chile,2020-12-29,Pfizer/BioNTech,8649
Chile,2020-12-30,Pfizer/BioNTech,8649
Chile,2020-12-31,Pfizer/BioNTech,8649
Chile,2021-01-01,Pfizer/BioNTech,8649
Chile,2021-01-02,Pfizer/BioNTech,8649
Chile,2021-01-03,Pfizer/BioNTech,8649
Chile,2021-01-04,Pfizer/BioNTech,9054
Chile,2021-01-05,Pfizer/BioNTech,10497
Chile,2021-01-06,Pfizer/BioNTech,10702
Chile,2021-01-07,Pfizer/BioNTech,10702
Chile,2021-01-08,Pfizer/BioNTech,10702
Chile,2021-01-09,Pfizer/BioNTech,10702
Chile,2021-01-10,Pfizer/BioNTech,10702
Chile,2021-01-11,Pfizer/BioNTech,10702
Chile,2021-01-12,Pfizer/BioNTech,10702
Chile,2021-01-13,Pfizer/BioNTech,11732
Chile,2021-01-14,Pfizer/BioNTech,18646
Chile,2021-01-15,Pfizer/BioNTech,22077
Chile,2021-01-16,Pfizer/BioNTech,22167
Chile,2021-01-17,Pfizer/BioNTech,22167
Chile,2021-01-18,Pfizer/BioNTech,33204
Chile,2021-01-19,Pfizer/BioNTech,52560
Chile,2021-01-20,Pfizer/BioNTech,61863
Chile,2021-01-21,Pfizer/BioNTech,64923
Chile,2021-01-22,Pfizer/BioNTech,65335
Chile,2021-01-23,Pfizer/BioNTech,65335
Chile,2021-01-24,Pfizer/BioNTech,65335
Chile,2021-01-25,Pfizer/BioNTech,66755
Chile,2021-01-26,Pfizer/BioNTech,67371
Chile,2021-01-27,Pfizer/BioNTech,67406
Chile,2021-01-28,Pfizer/BioNTech,67406
Chile,2021-01-29,Pfizer/BioNTech,67411
Chile,2021-01-30,Pfizer/BioNTech,67412
Chile,2021-01-31,Pfizer/BioNTech,67412
Chile,2021-02-01,Pfizer/BioNTech,67412
Chile,2021-02-02,Pfizer/BioNTech,67418
Chile,2021-02-02,Sinovac,13181
Chile,2021-02-03,Pfizer/BioNTech,67418
Chile,2021-02-03,Sinovac,183544
Chile,2021-02-04,Pfizer/BioNTech,69546
Chile,2021-02-04,Sinovac,357549
Chile,2021-02-05,Pfizer/BioNTech,70234
Chile,2021-02-05,Sinovac,526215
Chile,2021-02-06,Pfizer/BioNTech,70239
Chile,2021-02-06,Sinovac,554063
Chile,2021-02-07,Pfizer/BioNTech,70241
Chile,2021-02-07,Sinovac,562697
Chile,2021-02-08,Pfizer/BioNTech,82027
Chile,2021-02-08,Sinovac,784148
Chile,2021-02-09,Pfizer/BioNTech,101493
Chile,2021-02-09,Sinovac,1026523
Chile,2021-02-10,Pfizer/BioNTech,109931
Chile,2021-02-10,Sinovac,1298846
Chile,2021-02-11,Pfizer/BioNTech,113001
Chile,2021-02-11,Sinovac,1550010
Chile,2021-02-12,Pfizer/BioNTech,113361
Chile,2021-02-12,Sinovac,1779101
Chile,2021-02-13,Pfizer/BioNTech,113394
Chile,2021-02-13,Sinovac,1808619
Chile,2021-02-14,Pfizer/BioNTech,113394
Chile,2021-02-14,Sinovac,1813085
Chile,2021-02-15,Pfizer/BioNTech,113395
Chile,2021-02-15,Sinovac,2078947
Chile,2021-02-16,Pfizer/BioNTech,113407
Chile,2021-02-16,Sinovac,2298967
Chile,2021-02-17,Pfizer/BioNTech,113407
Chile,2021-02-17,Sinovac,2487009
Chile,2021-02-18,Pfizer/BioNTech,113410
Chile,2021-02-18,Sinovac,2642265
Chile,2021-02-19,Pfizer/BioNTech,113410
Chile,2021-02-19,Sinovac,2784384
Chile,2021-02-20,Pfizer/BioNTech,113410
Chile,2021-02-20,Sinovac,2794023
Chile,2021-02-21,Pfizer/BioNTech,113410
Chile,2021-02-21,Sinovac,2795187
Chile,2021-02-22,Pfizer/BioNTech,125506
Chile,2021-02-22,Sinovac,2891227
Chile,2021-02-23,Pfizer/BioNTech,150352
Chile,2021-02-23,Sinovac,2960631
Chile,2021-02-24,Pfizer/BioNTech,178873
Chile,2021-02-24,Sinovac,3018383
Chile,2021-02-25,Pfizer/BioNTech,212583
Chile,2021-02-25,Sinovac,3070745
Chile,2021-02-26,Pfizer/BioNTech,242293
Chile,2021-02-26,Sinovac,3119406
Chile,2021-02-27,Pfizer/BioNTech,248553
Chile,2021-02-27,Sinovac,3123128
Chile,2021-02-28,Pfizer/BioNTech,248555
Chile,2021-02-28,Sinovac,3123481
Chile,2021-03-01,Pfizer/BioNTech,263397
Chile,2021-03-01,Sinovac,3246134
Chile,2021-03-02,Pfizer/BioNTech,294235
Chile,2021-03-02,Sinovac,3386580
Chile,2021-03-03,Pfizer/BioNTech,312747
Chile,2021-03-03,Sinovac,3679908
Chile,2021-03-04,Pfizer/BioNTech,321806
Chile,2021-03-04,Sinovac,3981320
Chile,2021-03-05,Pfizer/BioNTech,327545
Chile,2021-03-05,Sinovac,4273344
Chile,2021-03-06,Pfizer/BioNTech,327889
Chile,2021-03-06,Sinovac,4306774
Chile,2021-03-07,Pfizer/BioNTech,327995
Chile,2021-03-07,Sinovac,4314626
Chile,2021-03-08,Pfizer/BioNTech,340534
Chile,2021-03-08,Sinovac,4652606
Chile,2021-03-09,Pfizer/BioNTech,378029
Chile,2021-03-09,Sinovac,4991542
Chile,2021-03-10,Pfizer/BioNTech,419553
Chile,2021-03-10,Sinovac,5351251
Chile,2021-03-11,Pfizer/BioNTech,465240
Chile,2021-03-11,Sinovac,5722531
Chile,2021-03-12,Pfizer/BioNTech,482582
Chile,2021-03-12,Sinovac,6079425
Chile,2021-03-13,Pfizer/BioNTech,483134
Chile,2021-03-13,Sinovac,6129321
Chile,2021-03-14,Pfizer/BioNTech,483134
Chile,2021-03-14,Sinovac,6135904
Chile,2021-03-15,Pfizer/BioNTech,506890
Chile,2021-03-15,Sinovac,6542221
Chile,2021-03-16,Pfizer/BioNTech,560098
Chile,2021-03-16,Sinovac,6898858
Chile,2021-03-17,Pfizer/BioNTech,615129
Chile,2021-03-17,Sinovac,7210605
Chile,2021-03-18,Pfizer/BioNTech,663857
Chile,2021-03-18,Sinovac,7495905
Chile,2021-03-19,Pfizer/BioNTech,683007
Chile,2021-03-19,Sinovac,7767262
Chile,2021-03-20,Pfizer/BioNTech,684860
Chile,2021-03-20,Sinovac,7799537
Chile,2021-03-21,Pfizer/BioNTech,684861
Chile,2021-03-21,Sinovac,7803555
Chile,2021-03-22,Pfizer/BioNTech,718058
Chile,2021-03-22,Sinovac,8036182
Chile,2021-03-23,Pfizer/BioNTech,774606
Chile,2021-03-23,Sinovac,8217077
Chile,2021-03-24,Pfizer/BioNTech,826011
Chile,2021-03-24,Sinovac,8383216
Chile,2021-03-25,Pfizer/BioNTech,879543
Chile,2021-03-25,Sinovac,8541284
Chile,2021-03-26,Pfizer/BioNTech,917272
Chile,2021-03-26,Sinovac,8720503
Chile,2021-03-27,Pfizer/BioNTech,919261
Chile,2021-03-27,Sinovac,8734137
Chile,2021-03-28,Pfizer/BioNTech,919261
Chile,2021-03-28,Sinovac,8735529
Chile,2021-03-29,Pfizer/BioNTech,940774
Chile,2021-03-29,Sinovac,8980196
Chile,2021-03-30,Pfizer/BioNTech,997434
Chile,2021-03-30,Sinovac,9201309
Chile,2021-03-31,Pfizer/BioNTech,1042985
Chile,2021-03-31,Sinovac,9435405
Chile,2021-04-01,Pfizer/BioNTech,1066239
Chile,2021-04-01,Sinovac,9714873
Chile,2021-04-02,Pfizer/BioNTech,1066462
Chile,2021-04-02,Sinovac,9721677
Chile,2021-04-03,Pfizer/BioNTech,1066653
Chile,2021-04-03,Sinovac,9724707
Chile,2021-04-04,Pfizer/BioNTech,1066655
Chile,2021-04-04,Sinovac,9725823
Chile,2021-04-05,Pfizer/BioNTech,1097293
Chile,2021-04-05,Sinovac,9979371
Chile,2021-04-06,Pfizer/BioNTech,1179325
Chile,2021-04-06,Sinovac,10136345
Chile,2021-04-07,Pfizer/BioNTech,1267969
Chile,2021-04-07,Sinovac,10280302
Chile,2021-04-08,Pfizer/BioNTech,1345630
Chile,2021-04-08,Sinovac,10441522
Chile,2021-04-09,Pfizer/BioNTech,1394294
Chile,2021-04-09,Sinovac,10611181
Chile,2021-04-10,Pfizer/BioNTech,1402024
Chile,2021-04-10,Sinovac,10629374
Chile,2021-04-11,Pfizer/BioNTech,1402521
Chile,2021-04-11,Sinovac,10631319
Chile,2021-04-12,Pfizer/BioNTech,1466626
Chile,2021-04-12,Sinovac,10803460
Chile,2021-04-13,Pfizer/BioNTech,1553881
Chile,2021-04-13,Sinovac,10950506
Chile,2021-04-14,Pfizer/BioNTech,1642198
Chile,2021-04-14,Sinovac,11090415
Chile,2021-04-15,Pfizer/BioNTech,1708578
Chile,2021-04-15,Sinovac,11229537
Chile,2021-04-16,Pfizer/BioNTech,1755625
Chile,2021-04-16,Sinovac,11372897
Chile,2021-04-17,Pfizer/BioNTech,1761387
Chile,2021-04-17,Sinovac,11389292
Chile,2021-04-18,Pfizer/BioNTech,1762041
Chile,2021-04-18,Sinovac,11391252
Chile,2021-04-19,Pfizer/BioNTech,1783339
Chile,2021-04-19,Sinovac,11562062
Chile,2021-04-20,Pfizer/BioNTech,1824364
Chile,2021-04-20,Sinovac,11706825
Chile,2021-04-21,Pfizer/BioNTech,1868789
Chile,2021-04-21,Sinovac,11838233
Chile,2021-04-22,Pfizer/BioNTech,1914647
Chile,2021-04-22,Sinovac,11991748
Chile,2021-04-23,Pfizer/BioNTech,1942880
Chile,2021-04-23,Sinovac,12146338
Chile,2021-04-24,Pfizer/BioNTech,1945191
Chile,2021-04-24,Sinovac,12161608
Chile,2021-04-25,Pfizer/BioNTech,1945192
Chile,2021-04-25,Sinovac,12162646
Chile,2021-04-26,Pfizer/BioNTech,1989622
Chile,2021-04-26,Sinovac,12313913
Chile,2021-04-27,Pfizer/BioNTech,2052351
Chile,2021-04-27,Sinovac,12421501
Chile,2021-04-28,Oxford/AstraZeneca,3604
Chile,2021-04-28,Pfizer/BioNTech,2106397
Chile,2021-04-28,Sinovac,12532115
Chile,2021-04-29,Oxford/AstraZeneca,10143
Chile,2021-04-29,Pfizer/BioNTech,2138336
Chile,2021-04-29,Sinovac,12648324
Chile,2021-04-30,Oxford/AstraZeneca,23864
Chile,2021-04-30,Pfizer/BioNTech,2168903
Chile,2021-04-30,Sinovac,12691389
Chile,2021-05-01,Oxford/AstraZeneca,24151
Chile,2021-05-01,Pfizer/BioNTech,2170046
Chile,2021-05-01,Sinovac,12692222
Chile,2021-05-02,Oxford/AstraZeneca,24334
Chile,2021-05-02,Pfizer/BioNTech,2170436
Chile,2021-05-02,Sinovac,12693106
Chile,2021-05-03,Oxford/AstraZeneca,44423
Chile,2021-05-03,Pfizer/BioNTech,2193792
Chile,2021-05-03,Sinovac,12800832
Chile,2021-05-04,Oxford/AstraZeneca,61188
Chile,2021-05-04,Pfizer/BioNTech,2239193
Chile,2021-05-04,Sinovac,12907495
Chile,2021-05-05,Oxford/AstraZeneca,71011
Chile,2021-05-05,Pfizer/BioNTech,2287033
Chile,2021-05-05,Sinovac,13024163
Chile,2021-05-06,Oxford/AstraZeneca,78226
Chile,2021-05-06,Pfizer/BioNTech,2327228
Chile,2021-05-06,Sinovac,13134248
Chile,2021-05-07,Oxford/AstraZeneca,82373
Chile,2021-05-07,Pfizer/BioNTech,2360487
Chile,2021-05-07,Sinovac,13243995
Chile,2021-05-08,Oxford/AstraZeneca,83043
Chile,2021-05-08,Pfizer/BioNTech,2366078
Chile,2021-05-08,Sinovac,13263157
Chile,2021-05-09,Oxford/AstraZeneca,83113
Chile,2021-05-09,Pfizer/BioNTech,2366141
Chile,2021-05-09,Sinovac,13264427
Chile,2021-05-10,Oxford/AstraZeneca,86067
Chile,2021-05-10,Pfizer/BioNTech,2405007
Chile,2021-05-10,Sinovac,13395609
Chile,2021-05-11,Oxford/AstraZeneca,88047
Chile,2021-05-11,Pfizer/BioNTech,2470182
Chile,2021-05-11,Sinovac,13520152
Chile,2021-05-12,Oxford/AstraZeneca,89714
Chile,2021-05-12,Pfizer/BioNTech,2528856
Chile,2021-05-12,Sinovac,13642186
Chile,2021-05-13,Oxford/AstraZeneca,90269
Chile,2021-05-13,Pfizer/BioNTech,2575948
Chile,2021-05-13,Sinovac,13751330
Chile,2021-05-14,Oxford/AstraZeneca,90500
Chile,2021-05-14,Pfizer/BioNTech,2620042
Chile,2021-05-14,Sinovac,13865560
Chile,2021-05-15,Oxford/AstraZeneca,90540
Chile,2021-05-15,Pfizer/BioNTech,2620325
Chile,2021-05-15,Sinovac,13866681
Chile,2021-05-16,Oxford/AstraZeneca,90540
Chile,2021-05-16,Pfizer/BioNTech,2620405
Chile,2021-05-16,Sinovac,13867036
Chile,2021-05-17,Oxford/AstraZeneca,90833
Chile,2021-05-17,Pfizer/BioNTech,2673268
Chile,2021-05-17,Sinovac,13984918
Chile,2021-05-18,Oxford/AstraZeneca,92264
Chile,2021-05-18,Pfizer/BioNTech,2751056
Chile,2021-05-18,Sinovac,14088504
Chile,2021-05-19,Oxford/AstraZeneca,98778
Chile,2021-05-19,Pfizer/BioNTech,2829308
Chile,2021-05-19,Sinovac,14169309
Chile,2021-05-20,Oxford/AstraZeneca,105495
Chile,2021-05-20,Pfizer/BioNTech,2898286
Chile,2021-05-20,Sinovac,14283303
Chile,2021-05-21,Oxford/AstraZeneca,105566
Chile,2021-05-21,Pfizer/BioNTech,2904740
Chile,2021-05-21,Sinovac,14285839
Chile,2021-05-22,Oxford/AstraZeneca,106060
Chile,2021-05-22,Pfizer/BioNTech,2916886
Chile,2021-05-22,Sinovac,14305868
Chile,2021-05-23,Oxford/AstraZeneca,106080
Chile,2021-05-23,Pfizer/BioNTech,2918011
Chile,2021-05-23,Sinovac,14308997
Chile,2021-05-24,Oxford/AstraZeneca,118460
Chile,2021-05-24,Pfizer/BioNTech,2991734
Chile,2021-05-24,Sinovac,14459078
Chile,2021-05-25,Oxford/AstraZeneca,136026
Chile,2021-05-25,Pfizer/BioNTech,3102279
Chile,2021-05-25,Sinovac,14576406
Chile,2021-05-26,Oxford/AstraZeneca,161409
Chile,2021-05-26,Pfizer/BioNTech,3175802
Chile,2021-05-26,Sinovac,14705643
Chile,2021-05-27,Oxford/AstraZeneca,195313
Chile,2021-05-27,Pfizer/BioNTech,3231753
Chile,2021-05-27,Sinovac,14817975
Chile,2021-05-28,Oxford/AstraZeneca,227389
Chile,2021-05-28,Pfizer/BioNTech,3279199
Chile,2021-05-28,Sinovac,14923824
Chile,2021-05-29,Oxford/AstraZeneca,235828
Chile,2021-05-29,Pfizer/BioNTech,3291332
Chile,2021-05-29,Sinovac,14950451
Chile,2021-05-30,Oxford/AstraZeneca,237221
Chile,2021-05-30,Pfizer/BioNTech,3292879
Chile,2021-05-30,Sinovac,14957577
Chile,2021-05-31,CanSino,72
Chile,2021-05-31,Oxford/AstraZeneca,280981
Chile,2021-05-31,Pfizer/BioNTech,3360312
Chile,2021-05-31,Sinovac,15061039
Chile,2021-06-01,CanSino,10436
